index,name,ext,folder,rde_name,rde_folder
1133,,,field_room,wld_b02.bin,work\cdrom\map\mapbin
1134,,,field_room,wld_b02.prd,work\cdrom\map\mapbin
1135,,,field_room,wld_b02.ctd,work\cdrom\map\mapbin
1136,,,field_room,wld_a03.bin,work\cdrom\map\mapbin
1137,,,field_room,wld_a03.prd,work\cdrom\map\mapbin
1138,,,field_room,wld_a03.ctd,work\cdrom\map\mapbin
1139,,,field_room,wld_b03.bin,work\cdrom\map\mapbin
1140,,,field_room,wld_b03.prd,work\cdrom\map\mapbin
1141,,,field_room,wld_b03.ctd,work\cdrom\map\mapbin
1142,,,field_room,wld_a04.bin,work\cdrom\map\mapbin
1143,,,field_room,wld_a04.prd,work\cdrom\map\mapbin
1144,,,field_room,wld_a04.ctd,work\cdrom\map\mapbin
1145,,,field_room,wld_b04.bin,work\cdrom\map\mapbin
1146,,,field_room,wld_b04.prd,work\cdrom\map\mapbin
1147,,,field_room,wld_b04.ctd,work\cdrom\map\mapbin
1148,,,field_room,wld_a05.bin,work\cdrom\map\mapbin
1149,,,field_room,wld_a05.prd,work\cdrom\map\mapbin
1150,,,field_room,wld_a05.ctd,work\cdrom\map\mapbin
1151,,,field_room,wld_b05.bin,work\cdrom\map\mapbin
1152,,,field_room,wld_a05.prd,work\cdrom\map\mapbin
1153,,,field_room,wld_b05.ctd,work\cdrom\map\mapbin
1154,,,field_room,you_b01f.bin,work\cdrom\map\mapbin
1155,,,field_room,you_b01f.prd,work\cdrom\map\mapbin
1156,,,field_room,you_b01f.ctd,work\cdrom\map\mapbin
1157,,,field_room,you_b02i.bin,work\cdrom\map\mapbin
1158,,,field_room,you_b02i.prd,work\cdrom\map\mapbin
1159,,,field_room,you_b02i.ctd,work\cdrom\map\mapbin
1160,,,field_room,you_b03i.bin,work\cdrom\map\mapbin
1161,,,field_room,you_b03i.prd,work\cdrom\map\mapbin
1162,,,field_room,you_b03i.ctd,work\cdrom\map\mapbin
1163,,,field_room,you_b04f.bin,work\cdrom\map\mapbin
1164,,,field_room,you_b08f.prd,work\cdrom\map\mapbin
1165,,,field_room,you_b04f.ctd,work\cdrom\map\mapbin
1166,,,field_room,you_b05i.bin,work\cdrom\map\mapbin
1167,,,field_room,you_b05i.prd,work\cdrom\map\mapbin
1168,,,field_room,you_b05i.ctd,work\cdrom\map\mapbin
1169,,,field_room,you_b06i.bin,work\cdrom\map\mapbin
1170,,,field_room,you_b06i.prd,work\cdrom\map\mapbin
1171,,,field_room,you_b06i.ctd,work\cdrom\map\mapbin
1172,,,field_room,you_b07i.bin,work\cdrom\map\mapbin
1173,,,field_room,you_b07i.prd,work\cdrom\map\mapbin
1174,,,field_room,you_b07i.ctd,work\cdrom\map\mapbin
1175,,,field_room,you_b08f.bin,work\cdrom\map\mapbin
1176,,,field_room,you_b08f.prd,work\cdrom\map\mapbin
1177,,,field_room,you_b08f.ctd,work\cdrom\map\mapbin
1178,,,field_room,you_b09i.bin,work\cdrom\map\mapbin
1179,,,field_room,you_b09i.prd,work\cdrom\map\mapbin
1180,,,field_room,you_b09i.ctd,work\cdrom\map\mapbin
1181,,,field_room,you_b10e.bin,work\cdrom\map\mapbin
1182,,,field_room,you_b10e.prd,work\cdrom\map\mapbin
1183,,,field_room,you_b10e.ctd,work\cdrom\map\mapbin
1184,,,field_room,you_b11f.bin,work\cdrom\map\mapbin
1185,,,field_room,you_b01f.prd,work\cdrom\map\mapbin
1186,,,field_room,you_b11f.ctd,work\cdrom\map\mapbin
1187,,,field_room,you_b12i.bin,work\cdrom\map\mapbin
1188,,,field_room,you_b12i.prd,work\cdrom\map\mapbin
1189,,,field_room,you_b12i.ctd,work\cdrom\map\mapbin
1190,,,field_room,you_b13i.bin,work\cdrom\map\mapbin
1191,,,field_room,you_b05i.prd,work\cdrom\map\mapbin
1192,,,field_room,you_b13i.ctd,work\cdrom\map\mapbin
1193,,,field_room,you_b14i.bin,work\cdrom\map\mapbin
1194,,,field_room,you_b14i.prd,work\cdrom\map\mapbin
1195,,,field_room,you_b14i.ctd,work\cdrom\map\mapbin
1196,,,field_room,you_b15i.bin,work\cdrom\map\mapbin
1197,,,field_room,you_b14i.prd,work\cdrom\map\mapbin
1198,,,field_room,you_b15i.ctd,work\cdrom\map\mapbin
1199,,,field_room,you_b16i.bin,work\cdrom\map\mapbin
1200,,,field_room,you_b16i.prd,work\cdrom\map\mapbin
1201,,,field_room,you_b16i.ctd,work\cdrom\map\mapbin
1202,,,field_room,you_b17i.bin,work\cdrom\map\mapbin
1203,,,field_room,zel_a11i.prd,work\cdrom\map\mapbin
1204,,,field_room,you_b17i.ctd,work\cdrom\map\mapbin
1205,,,field_room,inj_a01f.bin,work\cdrom\map\mapbin
1206,,,field_room,inj_a01f.prd,work\cdrom\map\mapbin
1207,,,field_room,inj_a01f.ctd,work\cdrom\map\mapbin
1208,,,field_room,inj_b01f.bin,work\cdrom\map\mapbin
1209,,,field_room,inj_b01f.prd,work\cdrom\map\mapbin
1210,,,field_room,inj_b01f.ctd,work\cdrom\map\mapbin
1211,,,field_room,inj_a02i.bin,work\cdrom\map\mapbin
1212,,,field_room,inj_a02i.prd,work\cdrom\map\mapbin
1213,,,field_room,inj_a02i.ctd,work\cdrom\map\mapbin
1214,,,field_room,inj_a03i.bin,work\cdrom\map\mapbin
1215,,,field_room,inj_a03i.prd,work\cdrom\map\mapbin
1216,,,field_room,inj_a03i.ctd,work\cdrom\map\mapbin
1217,,,field_room,inj_b03i.bin,work\cdrom\map\mapbin
1218,,,field_room,inj_b03i.prd,work\cdrom\map\mapbin
1219,,,field_room,inj_b03i.ctd,work\cdrom\map\mapbin
1220,,,field_room,inj_a04f.bin,work\cdrom\map\mapbin
1221,,,field_room,inj_a01f.prd,work\cdrom\map\mapbin
1222,,,field_room,inj_a04f.ctd,work\cdrom\map\mapbin
1223,,,field_room,sui_a01f.bin,work\cdrom\map\mapbin
1224,,,field_room,sui_a01f.prd,work\cdrom\map\mapbin
1225,,,field_room,sui_a01f.ctd,work\cdrom\map\mapbin
1226,,,field_room,sui_b01f.bin,work\cdrom\map\mapbin
1227,,,field_room,sui_b01f.prd,work\cdrom\map\mapbin
1228,,,field_room,sui_b01f.ctd,work\cdrom\map\mapbin
1229,,,field_room,sui_a02f.bin,work\cdrom\map\mapbin
1230,,,field_room,sui_a02f.prd,work\cdrom\map\mapbin
1231,,,field_room,sui_a02f.ctd,work\cdrom\map\mapbin
1232,,,field_room,sui_b02f.bin,work\cdrom\map\mapbin
1233,,,field_room,sui_b02f.prd,work\cdrom\map\mapbin
1234,,,field_room,sui_b02f.ctd,work\cdrom\map\mapbin
1235,,,field_room,sui_a03f.bin,work\cdrom\map\mapbin
1236,,,field_room,sui_a03f.prd,work\cdrom\map\mapbin
1237,,,field_room,sui_a03f.ctd,work\cdrom\map\mapbin
1238,,,field_room,sui_a04f.bin,work\cdrom\map\mapbin
1239,,,field_room,sui_a04f.prd,work\cdrom\map\mapbin
1240,,,field_room,sui_a04f.ctd,work\cdrom\map\mapbin
1241,,,field_room,sui_a05f.bin,work\cdrom\map\mapbin
1242,,,field_room,sui_a05f.prd,work\cdrom\map\mapbin
1243,,,field_room,sui_a05f.ctd,work\cdrom\map\mapbin
1244,,,field_room,sui_a06f.bin,work\cdrom\map\mapbin
1245,,,field_room,sui_a02f.prd,work\cdrom\map\mapbin
1246,,,field_room,sui_a06f.ctd,work\cdrom\map\mapbin
1247,,,field_room,sui_a07f.bin,work\cdrom\map\mapbin
1248,,,field_room,sui_a03f.prd,work\cdrom\map\mapbin
1249,,,field_room,sui_a07f.ctd,work\cdrom\map\mapbin
1250,,,field_room,sui_a08f.bin,work\cdrom\map\mapbin
1251,,,field_room,sui_a04f.prd,work\cdrom\map\mapbin
1252,,,field_room,sui_a08f.ctd,work\cdrom\map\mapbin
1253,,,field_room,sui_a09e.bin,work\cdrom\map\mapbin
1254,,,field_room,sui_a09e.prd,work\cdrom\map\mapbin
1255,,,field_room,sui_a09e.ctd,work\cdrom\map\mapbin
1256,,,field_room,sui_a10e.bin,work\cdrom\map\mapbin
1257,,,field_room,sui_a02f.prd,work\cdrom\map\mapbin
1258,,,field_room,sui_a10e.ctd,work\cdrom\map\mapbin
1259,,,field_room,des_a01f.bin,work\cdrom\map\mapbin
1260,,,field_room,des_a01f.prd,work\cdrom\map\mapbin
1261,,,field_room,des_a01f.ctd,work\cdrom\map\mapbin
1262,,,field_room,des_b01f.bin,work\cdrom\map\mapbin
1263,,,field_room,des_a01f.prd,work\cdrom\map\mapbin
1264,,,field_room,des_b01f.ctd,work\cdrom\map\mapbin
1265,,,field_room,des_a02f.bin,work\cdrom\map\mapbin
1266,,,field_room,des_a02f.prd,work\cdrom\map\mapbin
1267,,,field_room,des_a02f.ctd,work\cdrom\map\mapbin
1268,,,field_room,des_b02f.bin,work\cdrom\map\mapbin
1269,,,field_room,des_a02f.prd,work\cdrom\map\mapbin
1270,,,field_room,des_b02f.ctd,work\cdrom\map\mapbin
1271,,,field_room,des_a03f.bin,work\cdrom\map\mapbin
1272,,,field_room,des_a03f.prd,work\cdrom\map\mapbin
1273,,,field_room,des_a03f.ctd,work\cdrom\map\mapbin
1274,,,field_room,des_b03f.bin,work\cdrom\map\mapbin
1275,,,field_room,des_a03f.prd,work\cdrom\map\mapbin
1276,,,field_room,des_b03f.ctd,work\cdrom\map\mapbin
1277,,,field_room,des_a04f.bin,work\cdrom\map\mapbin
1278,,,field_room,des_a04f.prd,work\cdrom\map\mapbin
1279,,,field_room,des_a04f.ctd,work\cdrom\map\mapbin
1280,,,field_room,des_b04f.bin,work\cdrom\map\mapbin
1281,,,field_room,des_a04f.prd,work\cdrom\map\mapbin
1282,,,field_room,des_b04f.ctd,work\cdrom\map\mapbin
1283,,,field_room,des_a05f.bin,work\cdrom\map\mapbin
1284,,,field_room,des_a05f.prd,work\cdrom\map\mapbin
1285,,,field_room,des_a05f.ctd,work\cdrom\map\mapbin
1286,,,field_room,des_b05f.bin,work\cdrom\map\mapbin
1287,,,field_room,des_a05f.prd,work\cdrom\map\mapbin
1288,,,field_room,des_b05f.ctd,work\cdrom\map\mapbin
1289,,,field_room,des_a06f.bin,work\cdrom\map\mapbin
1290,,,field_room,des_a06f.prd,work\cdrom\map\mapbin
1291,,,field_room,des_a06f.ctd,work\cdrom\map\mapbin
1292,,,field_room,des_b06f.bin,work\cdrom\map\mapbin
1293,,,field_room,des_b06f.prd,work\cdrom\map\mapbin
1294,,,field_room,des_b06f.ctd,work\cdrom\map\mapbin
1295,,,field_room,des_a07f.bin,work\cdrom\map\mapbin
1296,,,field_room,des_a07f.prd,work\cdrom\map\mapbin
1297,,,field_room,des_a07f.ctd,work\cdrom\map\mapbin
1298,,,field_room,des_b07f.bin,work\cdrom\map\mapbin
1299,,,field_room,des_a07f.prd,work\cdrom\map\mapbin
1300,,,field_room,des_b07f.ctd,work\cdrom\map\mapbin
1301,,,field_room,ryu_a01i.bin,work\cdrom\map\mapbin
1302,,,field_room,ryu_b01i.prd,work\cdrom\map\mapbin
1303,,,field_room,ryu_a01i.ctd,work\cdrom\map\mapbin
1304,,,field_room,ryu_b01i.bin,work\cdrom\map\mapbin
1305,,,field_room,ryu_b01i.prd,work\cdrom\map\mapbin
1306,,,field_room,ryu_b01i.ctd,work\cdrom\map\mapbin
1307,,,field_room,ryu_a02i.bin,work\cdrom\map\mapbin
1308,,,field_room,ryu_b02i.prd,work\cdrom\map\mapbin
1309,,,field_room,ryu_a02i.ctd,work\cdrom\map\mapbin
1310,,,field_room,ryu_b02i.bin,work\cdrom\map\mapbin
1311,,,field_room,ryu_b02i.prd,work\cdrom\map\mapbin
1312,,,field_room,ryu_b02i.ctd,work\cdrom\map\mapbin
1313,,,field_room,ryu_a03i.bin,work\cdrom\map\mapbin
1314,,,field_room,ryu_b03i.prd,work\cdrom\map\mapbin
1315,,,field_room,ryu_a03i.ctd,work\cdrom\map\mapbin
1316,,,field_room,ryu_b03i.bin,work\cdrom\map\mapbin
1317,,,field_room,ryu_b03i.prd,work\cdrom\map\mapbin
1318,,,field_room,ryu_b03i.ctd,work\cdrom\map\mapbin
1319,,,field_room,ryu_a04i.bin,work\cdrom\map\mapbin
1320,,,field_room,ryu_b04i.prd,work\cdrom\map\mapbin
1321,,,field_room,ryu_a04i.ctd,work\cdrom\map\mapbin
1322,,,field_room,ryu_b04i.bin,work\cdrom\map\mapbin
1323,,,field_room,ryu_b04i.prd,work\cdrom\map\mapbin
1324,,,field_room,ryu_b04i.ctd,work\cdrom\map\mapbin
1325,,,field_room,ryu_a05i.bin,work\cdrom\map\mapbin
1326,,,field_room,ryu_b05i.prd,work\cdrom\map\mapbin
1327,,,field_room,ryu_a05i.ctd,work\cdrom\map\mapbin
1328,,,field_room,ryu_b05i.bin,work\cdrom\map\mapbin
1329,,,field_room,ryu_b05i.prd,work\cdrom\map\mapbin
1330,,,field_room,ryu_b05i.ctd,work\cdrom\map\mapbin
1331,,,field_room,ryu_a06i.bin,work\cdrom\map\mapbin
1332,,,field_room,ryu_b06i.prd,work\cdrom\map\mapbin
1333,,,field_room,ryu_a06i.ctd,work\cdrom\map\mapbin
1334,,,field_room,ryu_b06i.bin,work\cdrom\map\mapbin
1335,,,field_room,ryu_b06i.prd,work\cdrom\map\mapbin
1336,,,field_room,ryu_b06i.ctd,work\cdrom\map\mapbin
1337,,,field_room,ryu_a07i.bin,work\cdrom\map\mapbin
1338,,,field_room,ryu_b07i.prd,work\cdrom\map\mapbin
1339,,,field_room,ryu_a07i.ctd,work\cdrom\map\mapbin
1340,,,field_room,ryu_b07i.bin,work\cdrom\map\mapbin
1341,,,field_room,ryu_b07i.prd,work\cdrom\map\mapbin
1342,,,field_room,ryu_b07i.ctd,work\cdrom\map\mapbin
1343,,,field_room,ryu_a08i.bin,work\cdrom\map\mapbin
1344,,,field_room,ryu_b08i.prd,work\cdrom\map\mapbin
1345,,,field_room,ryu_a08i.ctd,work\cdrom\map\mapbin
1346,,,field_room,ryu_b08i.bin,work\cdrom\map\mapbin
1347,,,field_room,ryu_b08i.prd,work\cdrom\map\mapbin
1348,,,field_room,ryu_b08i.ctd,work\cdrom\map\mapbin
1349,,,field_room,ryu_a09i.bin,work\cdrom\map\mapbin
1350,,,field_room,ryu_b09i.prd,work\cdrom\map\mapbin
1351,,,field_room,ryu_a09i.ctd,work\cdrom\map\mapbin
1352,,,field_room,ryu_b09i.bin,work\cdrom\map\mapbin
1353,,,field_room,ryu_b09i.prd,work\cdrom\map\mapbin
1354,,,field_room,ryu_b09i.ctd,work\cdrom\map\mapbin
1355,,,field_room,ryu_a10i.bin,work\cdrom\map\mapbin
1356,,,field_room,ryu_b10i.prd,work\cdrom\map\mapbin
1357,,,field_room,ryu_a10i.ctd,work\cdrom\map\mapbin
1358,,,field_room,ryu_b10i.bin,work\cdrom\map\mapbin
1359,,,field_room,ryu_b10i.prd,work\cdrom\map\mapbin
1360,,,field_room,ryu_b10i.ctd,work\cdrom\map\mapbin
1361,,,field_room,ryu_a11i.bin,work\cdrom\map\mapbin
1362,,,field_room,ryu_b11i.prd,work\cdrom\map\mapbin
1363,,,field_room,ryu_a11i.ctd,work\cdrom\map\mapbin
1364,,,field_room,ryu_b11i.bin,work\cdrom\map\mapbin
1365,,,field_room,ryu_b11i.prd,work\cdrom\map\mapbin
1366,,,field_room,ryu_b11i.ctd,work\cdrom\map\mapbin
1367,,,field_room,ryu_a12i.bin,work\cdrom\map\mapbin
1368,,,field_room,ryu_b12i.prd,work\cdrom\map\mapbin
1369,,,field_room,ryu_a12i.ctd,work\cdrom\map\mapbin
1370,,,field_room,ryu_b12i.bin,work\cdrom\map\mapbin
1371,,,field_room,ryu_b12i.prd,work\cdrom\map\mapbin
1372,,,field_room,ryu_b12i.ctd,work\cdrom\map\mapbin
1373,,,field_room,ryu_a13i.bin,work\cdrom\map\mapbin
1374,,,field_room,ryu_b13i.prd,work\cdrom\map\mapbin
1375,,,field_room,ryu_a13i.ctd,work\cdrom\map\mapbin
1376,,,field_room,ryu_b13i.bin,work\cdrom\map\mapbin
1377,,,field_room,ryu_b13i.prd,work\cdrom\map\mapbin
1378,,,field_room,ryu_b13i.ctd,work\cdrom\map\mapbin
1379,,,field_room,ryu_a14i.bin,work\cdrom\map\mapbin
1380,,,field_room,ryu_b14i.prd,work\cdrom\map\mapbin
1381,,,field_room,ryu_a14i.ctd,work\cdrom\map\mapbin
1382,,,field_room,ryu_b14i.bin,work\cdrom\map\mapbin
1383,,,field_room,ryu_b14i.prd,work\cdrom\map\mapbin
1384,,,field_room,ryu_b14i.ctd,work\cdrom\map\mapbin
1385,,,field_room,ryu_a15i.bin,work\cdrom\map\mapbin
1386,,,field_room,ryu_b15i.prd,work\cdrom\map\mapbin
1387,,,field_room,ryu_a15i.ctd,work\cdrom\map\mapbin
1388,,,field_room,ryu_b15i.bin,work\cdrom\map\mapbin
1389,,,field_room,ryu_b15i.prd,work\cdrom\map\mapbin
1390,,,field_room,ryu_b15i.ctd,work\cdrom\map\mapbin
1391,,,field_room,ryu_a16i.bin,work\cdrom\map\mapbin
1392,,,field_room,ryu_b16i.prd,work\cdrom\map\mapbin
1393,,,field_room,ryu_a16i.ctd,work\cdrom\map\mapbin
1394,,,field_room,ryu_b16i.bin,work\cdrom\map\mapbin
1395,,,field_room,ryu_b16i.prd,work\cdrom\map\mapbin
1396,,,field_room,ryu_b16i.ctd,work\cdrom\map\mapbin
1397,,,field_room,ryu_a17i.bin,work\cdrom\map\mapbin
1398,,,field_room,ryu_b17i.prd,work\cdrom\map\mapbin
1399,,,field_room,ryu_a17i.ctd,work\cdrom\map\mapbin
1400,,,field_room,ryu_b17i.bin,work\cdrom\map\mapbin
1401,,,field_room,ryu_b17i.prd,work\cdrom\map\mapbin
1402,,,field_room,ryu_b17i.ctd,work\cdrom\map\mapbin
1403,,,field_room,zel_a22e.bin,work\cdrom\map\mapbin
1404,,,field_room,you_b10e.prd,work\cdrom\map\mapbin
1405,,,field_room,zel_a22e.ctd,work\cdrom\map\mapbin
1406,,,field_room,ryu_b18i.bin,work\cdrom\map\mapbin
1407,,,field_room,ryu_b18i.prd,work\cdrom\map\mapbin
1408,,,field_room,ryu_b18i.ctd,work\cdrom\map\mapbin
1409,,,field_room,ryu_a19i.bin,work\cdrom\map\mapbin
1410,,,field_room,ryu_b19i.prd,work\cdrom\map\mapbin
1411,,,field_room,ryu_a19i.ctd,work\cdrom\map\mapbin
1412,,,field_room,ryu_b19i.bin,work\cdrom\map\mapbin
1413,,,field_room,ryu_b19i.prd,work\cdrom\map\mapbin
1414,,,field_room,ryu_b19i.ctd,work\cdrom\map\mapbin
1415,,,field_room,ryu_a20i.bin,work\cdrom\map\mapbin
1416,,,field_room,ryu_b20i.prd,work\cdrom\map\mapbin
1417,,,field_room,ryu_a20i.ctd,work\cdrom\map\mapbin
1418,,,field_room,ryu_b20i.bin,work\cdrom\map\mapbin
1419,,,field_room,ryu_b20i.prd,work\cdrom\map\mapbin
1420,,,field_room,ryu_b20i.ctd,work\cdrom\map\mapbin
1421,,,field_room,ryu_a21i.bin,work\cdrom\map\mapbin
1422,,,field_room,ryu_b21i.prd,work\cdrom\map\mapbin
1423,,,field_room,ryu_a21i.ctd,work\cdrom\map\mapbin
1424,,,field_room,ryu_b21i.bin,work\cdrom\map\mapbin
1425,,,field_room,ryu_b21i.prd,work\cdrom\map\mapbin
1426,,,field_room,ryu_b21i.ctd,work\cdrom\map\mapbin
1427,,,field_room,ryu_a22i.bin,work\cdrom\map\mapbin
1428,,,field_room,ryu_b22i.prd,work\cdrom\map\mapbin
1429,,,field_room,ryu_a22i.ctd,work\cdrom\map\mapbin
1430,,,field_room,ryu_b22i.bin,work\cdrom\map\mapbin
1431,,,field_room,ryu_b22i.prd,work\cdrom\map\mapbin
1432,,,field_room,ryu_b22i.ctd,work\cdrom\map\mapbin
1433,,,field_room,ryu_a23i.bin,work\cdrom\map\mapbin
1434,,,field_room,ryu_b23i.prd,work\cdrom\map\mapbin
1435,,,field_room,ryu_a23i.ctd,work\cdrom\map\mapbin
1436,,,field_room,ryu_b23i.bin,work\cdrom\map\mapbin
1437,,,field_room,ryu_b23i.prd,work\cdrom\map\mapbin
1438,,,field_room,ryu_b23i.ctd,work\cdrom\map\mapbin
1439,,,field_room,ryu_a24i.bin,work\cdrom\map\mapbin
1440,,,field_room,ryu_a24i.prd,work\cdrom\map\mapbin
1441,,,field_room,ryu_a24i.ctd,work\cdrom\map\mapbin
1442,,,field_room,ryu_b24i.bin,work\cdrom\map\mapbin
1443,,,field_room,ryu_a24i.prd,work\cdrom\map\mapbin
1444,,,field_room,ryu_b24i.ctd,work\cdrom\map\mapbin
1445,,,field_room,ryu_a25i.bin,work\cdrom\map\mapbin
1446,,,field_room,ryu_a25i.prd,work\cdrom\map\mapbin
1447,,,field_room,ryu_a25i.ctd,work\cdrom\map\mapbin
1448,,,field_room,ryu_b25i.bin,work\cdrom\map\mapbin
1449,,,field_room,ryu_a25i.prd,work\cdrom\map\mapbin
1450,,,field_room,ryu_b25i.ctd,work\cdrom\map\mapbin
1451,,,field_room,ryu_a26i.bin,work\cdrom\map\mapbin
1452,,,field_room,ryu_a26i.prd,work\cdrom\map\mapbin
1453,,,field_room,ryu_a26i.ctd,work\cdrom\map\mapbin
1454,,,field_room,ryu_b26i.bin,work\cdrom\map\mapbin
1455,,,field_room,ryu_a26i.prd,work\cdrom\map\mapbin
1456,,,field_room,ryu_b26i.ctd,work\cdrom\map\mapbin
1457,,,field_room,ryu_a27i.bin,work\cdrom\map\mapbin
1458,,,field_room,ryu_a27i.prd,work\cdrom\map\mapbin
1459,,,field_room,ryu_a27i.ctd,work\cdrom\map\mapbin
1460,,,field_room,ryu_b27i.bin,work\cdrom\map\mapbin
1461,,,field_room,ryu_a27i.prd,work\cdrom\map\mapbin
1462,,,field_room,ryu_b27i.ctd,work\cdrom\map\mapbin
1463,,,field_room,ryu_a28i.bin,work\cdrom\map\mapbin
1464,,,field_room,ryu_a28i.prd,work\cdrom\map\mapbin
1465,,,field_room,ryu_a28i.ctd,work\cdrom\map\mapbin
1466,,,field_room,ryu_b28i.bin,work\cdrom\map\mapbin
1467,,,field_room,ryu_a28i.prd,work\cdrom\map\mapbin
1468,,,field_room,ryu_b28i.ctd,work\cdrom\map\mapbin
1469,,,field_room,ryu_a29i.bin,work\cdrom\map\mapbin
1470,,,field_room,ryu_a29i.prd,work\cdrom\map\mapbin
1471,,,field_room,ryu_a29i.ctd,work\cdrom\map\mapbin
1472,,,field_room,ryu_b29i.bin,work\cdrom\map\mapbin
1473,,,field_room,ryu_b29i.prd,work\cdrom\map\mapbin
1474,,,field_room,ryu_b29i.ctd,work\cdrom\map\mapbin
1475,,,field_room,ryu_a30i.bin,work\cdrom\map\mapbin
1476,,,field_room,ryu_a30i.prd,work\cdrom\map\mapbin
1477,,,field_room,ryu_a30i.ctd,work\cdrom\map\mapbin
1478,,,field_room,ryu_b30i.bin,work\cdrom\map\mapbin
1479,,,field_room,ryu_b30i.prd,work\cdrom\map\mapbin
1480,,,field_room,ryu_b30i.ctd,work\cdrom\map\mapbin
1481,,,field_room,cao_a01f.bin,work\cdrom\map\mapbin
1482,,,field_room,cao_a01f.prd,work\cdrom\map\mapbin
1483,,,field_room,cao_a01f.ctd,work\cdrom\map\mapbin
1484,,,field_room,cao_a02f.bin,work\cdrom\map\mapbin
1485,,,field_room,cao_a02f.prd,work\cdrom\map\mapbin
1486,,,field_room,cao_a02f.ctd,work\cdrom\map\mapbin
1487,,,field_room,cao_a03f.bin,work\cdrom\map\mapbin
1488,,,field_room,cao_a03f.prd,work\cdrom\map\mapbin
1489,,,field_room,cao_a03f.ctd,work\cdrom\map\mapbin
1490,,,field_room,cao_a04f.bin,work\cdrom\map\mapbin
1491,,,field_room,cao_a04f.prd,work\cdrom\map\mapbin
1492,,,field_room,cao_a04f.ctd,work\cdrom\map\mapbin
1493,,,field_room,zel_a01f.bin,work\cdrom\map\mapbin
1494,,,field_room,zel_a01f.prd,work\cdrom\map\mapbin
1495,,,field_room,zel_a01f.ctd,work\cdrom\map\mapbin
1496,,,field_room,zel_a02i.bin,work\cdrom\map\mapbin
1497,,,field_room,zel_a02i.prd,work\cdrom\map\mapbin
1498,,,field_room,zel_a02i.ctd,work\cdrom\map\mapbin
1499,,,field_room,zel_a03i.bin,work\cdrom\map\mapbin
1500,,,field_room,zel_a03i.prd,work\cdrom\map\mapbin
1501,,,field_room,zel_a03i.ctd,work\cdrom\map\mapbin
1502,,,field_room,zel_a04i.bin,work\cdrom\map\mapbin
1503,,,field_room,zel_a04i.prd,work\cdrom\map\mapbin
1504,,,field_room,zel_a04i.ctd,work\cdrom\map\mapbin
1505,,,field_room,zel_a05i.bin,work\cdrom\map\mapbin
1506,,,field_room,zel_a05i.prd,work\cdrom\map\mapbin
1507,,,field_room,zel_a05i.ctd,work\cdrom\map\mapbin
1508,,,field_room,zel_a06i.bin,work\cdrom\map\mapbin
1509,,,field_room,zel_a06i.prd,work\cdrom\map\mapbin
1510,,,field_room,zel_a06i.ctd,work\cdrom\map\mapbin
1511,,,field_room,zel_a07i.bin,work\cdrom\map\mapbin
1512,,,field_room,zel_a07i.prd,work\cdrom\map\mapbin
1513,,,field_room,zel_a07i.ctd,work\cdrom\map\mapbin
1514,,,field_room,zel_a08f.bin,work\cdrom\map\mapbin
1515,,,field_room,zel_a08f.prd,work\cdrom\map\mapbin
1516,,,field_room,zel_a08f.ctd,work\cdrom\map\mapbin
1517,,,field_room,zel_a09i.bin,work\cdrom\map\mapbin
1518,,,field_room,zel_a09i.prd,work\cdrom\map\mapbin
1519,,,field_room,zel_a09i.ctd,work\cdrom\map\mapbin
1520,,,field_room,zel_a10i.bin,work\cdrom\map\mapbin
1521,,,field_room,zel_a10i.prd,work\cdrom\map\mapbin
1522,,,field_room,zel_a10i.ctd,work\cdrom\map\mapbin
1523,,,field_room,zel_a11i.bin,work\cdrom\map\mapbin
1524,,,field_room,zel_a11i.prd,work\cdrom\map\mapbin
1525,,,field_room,zel_a11i.ctd,work\cdrom\map\mapbin
1526,,,field_room,zel_a12i.bin,work\cdrom\map\mapbin
1527,,,field_room,zel_a12i.prd,work\cdrom\map\mapbin
1528,,,field_room,zel_a12i.ctd,work\cdrom\map\mapbin
1529,,,field_room,zel_a13f.bin,work\cdrom\map\mapbin
1530,,,field_room,zel_a13f.prd,work\cdrom\map\mapbin
1531,,,field_room,zel_a13f.ctd,work\cdrom\map\mapbin
1532,,,field_room,zel_a14f.bin,work\cdrom\map\mapbin
1533,,,field_room,test.prd,work\cdrom\map\mapbin
1534,,,field_room,zel_a14f.ctd,work\cdrom\map\mapbin
1535,,,field_room,zel_a15i.bin,work\cdrom\map\mapbin
1536,,,field_room,zel_a15i.prd,work\cdrom\map\mapbin
1537,,,field_room,zel_a15i.ctd,work\cdrom\map\mapbin
1538,,,field_room,zel_a16i.bin,work\cdrom\map\mapbin
1539,,,field_room,zel_a16i.prd,work\cdrom\map\mapbin
1540,,,field_room,zel_a16i.ctd,work\cdrom\map\mapbin
1541,,,field_room,zel_a17i.bin,work\cdrom\map\mapbin
1542,,,field_room,zel_a17i.prd,work\cdrom\map\mapbin
1543,,,field_room,zel_a17i.ctd,work\cdrom\map\mapbin
1544,,,field_room,zel_a18f.bin,work\cdrom\map\mapbin
1545,,,field_room,zel_a18f.prd,work\cdrom\map\mapbin
1546,,,field_room,zel_a18f.ctd,work\cdrom\map\mapbin
1547,,,field_room,zel_a19e.bin,work\cdrom\map\mapbin
1548,,,field_room,you_b08f.prd,work\cdrom\map\mapbin
1549,,,field_room,zel_a19e.ctd,work\cdrom\map\mapbin
