index,name,ext,folder
1197,,,event/UNDERGROUND_RUINS_ROOM_11_TIARA
1198,,.mtd,event/UNDERGROUND_RUINS_ROOM_11_TIARA
1199,,.mmd,event/UNDERGROUND_RUINS_ROOM_11_TIARA
1200,,,event/UNDERGROUND_RUINS_ROOM_11_TIARA
1201,,,event/UNDERGROUND_RUINS_ROOM_12_CUBE
1202,,.mtd,event/UNDERGROUND_RUINS_ROOM_12_CUBE
1203,,.mmd,event/UNDERGROUND_RUINS_ROOM_12_CUBE
1204,,,event/UNDERGROUND_RUINS_ROOM_12_CUBE
1205,,,event/UNDERGROUND_RUINS_ROOM_13_RECOVER
1206,,.mtd,event/UNDERGROUND_RUINS_ROOM_13_RECOVER
1207,,.mmd,event/UNDERGROUND_RUINS_ROOM_13_RECOVER
1208,,,event/UNDERGROUND_RUINS_ROOM_6_FIRST_VISIT
1209,,,event/UNDERGROUND_RUINS_MINT_VS_BELLE
1210,,,event/UNDERGROUND_RUINS_MINT_VS_BELLE
1211,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1212,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1213,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1214,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1215,,.evpcm,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1216,,.evsfp,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1217,,.mtd,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1218,,.mmd,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1219,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1220,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1221,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1222,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1223,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1224,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1225,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1226,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1227,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1228,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1229,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1230,,,event/UNDERGROUND_RUINS_ROOM_1_REVISIT
1231,,,event/FANCY_MEL_ROOM_1
1232,,.wab,event/FANCY_MEL_ROOM_1
1233,,,event/FANCY_MEL_ROOM_1
1234,,,event/FANCY_MEL_ROOM_1
1235,,.mtd,event/FANCY_MEL_ROOM_1
1236,,.mmd,event/FANCY_MEL_ROOM_1
1237,,,event/FANCY_MEL_ROOM_1
1238,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1239,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1240,,.effect,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1241,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1242,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1243,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1244,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1245,,.evpcm,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1246,,.evsfp,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1247,,.mtd,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1248,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1249,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1250,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1251,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1252,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1253,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1254,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1255,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE
1256,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1257,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1258,,.effect,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1259,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1260,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1261,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1262,,.mtd,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1263,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1264,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1265,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1266,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1267,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1268,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1269,,,event/FANCY_MEL_ROOM_1_REVISIT_STAR_DUKE_BACKTRACK
1270,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1271,,.effect,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1272,,.wab,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1273,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1274,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1275,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1276,,.evpcm,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1277,,.evsfp,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1278,,.mtd,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1279,,.mmd,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1280,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1281,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1282,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1283,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1284,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1285,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1286,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1287,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1288,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE
1289,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1290,,.wab,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1291,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1292,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1293,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1294,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1295,,.evpcm,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1296,,.evsfp,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1297,,.mtd,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1298,,.mmd,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1299,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1300,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1301,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1302,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1303,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1304,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1305,,,event/FANCY_MEL_ROOM_2_HOUSE_ENTRANCE_REVISIT
1306,,,event/FANCY_MEL_ROOM_3_INSIDE
1307,,.effect,event/FANCY_MEL_ROOM_3_INSIDE
1308,,,event/FANCY_MEL_ROOM_3_INSIDE
1309,,.evpcm,event/FANCY_MEL_ROOM_3_INSIDE
1310,,.evsfp,event/FANCY_MEL_ROOM_3_INSIDE
1311,,.mtd,event/FANCY_MEL_ROOM_3_INSIDE
1312,,.mmd,event/FANCY_MEL_ROOM_3_INSIDE
1313,,,event/FANCY_MEL_ROOM_3_INSIDE
1314,,,event/FANCY_MEL_ROOM_3_INSIDE
1315,,,event/FANCY_MEL_ROOM_3_INSIDE
1316,,,event/FANCY_MEL_ROOM_3_INSIDE
1317,,,event/FANCY_MEL_ROOM_3_INSIDE
1318,,,event/FANCY_MEL_ROOM_3_INSIDE
1319,,,event/FANCY_MEL_ROOM_3_INSIDE
1320,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1321,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1322,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1323,,.evpcm,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1324,,.evsfp,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1325,,.mtd,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1326,,.mmd,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1327,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1328,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1329,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1330,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1331,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1332,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1333,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1334,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1335,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1336,,,event/FANCY_MEL_ROOM_3_INSIDE_REVISIT
1337,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1338,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1339,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1340,,.evpcm,event/FANCY_MEL_ROOM_3_INSIDE_112
1341,,.evsfp,event/FANCY_MEL_ROOM_3_INSIDE_112
1342,,.mtd,event/FANCY_MEL_ROOM_3_INSIDE_112
1343,,.mmd,event/FANCY_MEL_ROOM_3_INSIDE_112
1344,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1345,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1346,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1347,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1348,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1349,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1350,,,event/FANCY_MEL_ROOM_3_INSIDE_112
1351,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1352,,.effect,event/FANCY_MEL_ROOM_3_INSIDE_113
1353,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1354,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1355,,.evpcm,event/FANCY_MEL_ROOM_3_INSIDE_113
1356,,.evsfp,event/FANCY_MEL_ROOM_3_INSIDE_113
1357,,.mtd,event/FANCY_MEL_ROOM_3_INSIDE_113
1358,,.mmd,event/FANCY_MEL_ROOM_3_INSIDE_113
1359,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1360,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1361,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1362,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1363,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1364,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1365,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1366,,,event/FANCY_MEL_ROOM_3_INSIDE_113
1367,,,event/FANCY_MEL_ROOM_4_PLATFORMING
1368,,.wab,event/FANCY_MEL_ROOM_4_PLATFORMING
1369,,,event/FANCY_MEL_ROOM_4_PLATFORMING
1370,,,event/FANCY_MEL_ROOM_4_PLATFORMING
1371,,,event/FANCY_MEL_ROOM_4_PLATFORMING
1372,,.evpcm,event/FANCY_MEL_ROOM_4_PLATFORMING
1373,,.evsfp,event/FANCY_MEL_ROOM_4_PLATFORMING
1374,,.mtd,event/FANCY_MEL_ROOM_4_PLATFORMING
1375,,.mmd,event/FANCY_MEL_ROOM_4_PLATFORMING
1376,,,event/FANCY_MEL_ROOM_4_PLATFORMING
1377,,,event/FANCY_MEL_ROOM_4_PLATFORMING
1378,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1379,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1380,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1381,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1382,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1383,,.evpcm,event/FANCY_MEL_ROOM_5_PLATFORMING
1384,,.evsfp,event/FANCY_MEL_ROOM_5_PLATFORMING
1385,,.mtd,event/FANCY_MEL_ROOM_5_PLATFORMING
1386,,.mmd,event/FANCY_MEL_ROOM_5_PLATFORMING
1387,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1388,,,event/FANCY_MEL_ROOM_5_PLATFORMING
1389,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1390,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1391,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1392,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1393,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1394,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1395,,.evpcm,event/FANCY_MEL_ROOM_6_PLATFORMING
1396,,.evsfp,event/FANCY_MEL_ROOM_6_PLATFORMING
1397,,.mtd,event/FANCY_MEL_ROOM_6_PLATFORMING
1398,,.mmd,event/FANCY_MEL_ROOM_6_PLATFORMING
1399,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1400,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1401,,,event/FANCY_MEL_ROOM_6_PLATFORMING
1402,,,event/FANCY_MEL_ROOM_7_MINIGAME
1403,,,event/FANCY_MEL_ROOM_7_MINIGAME
1404,,,event/FANCY_MEL_ROOM_7_MINIGAME
1405,,,event/FANCY_MEL_ROOM_7_MINIGAME
1406,,,event/FANCY_MEL_ROOM_7_MINIGAME
1407,,.evpcm,event/FANCY_MEL_ROOM_7_MINIGAME
1408,,.evsfp,event/FANCY_MEL_ROOM_7_MINIGAME
1409,,.mtd,event/FANCY_MEL_ROOM_7_MINIGAME
1410,,.mmd,event/FANCY_MEL_ROOM_7_MINIGAME
1411,,,event/FANCY_MEL_ROOM_7_MINIGAME
1412,,,event/FANCY_MEL_ROOM_7_MINIGAME
1413,,,event/FANCY_MEL_ROOM_8_MINIGAME
1414,,,event/FANCY_MEL_ROOM_8_MINIGAME
1415,,,event/FANCY_MEL_ROOM_8_MINIGAME
1416,,,event/FANCY_MEL_ROOM_8_MINIGAME
1417,,,event/FANCY_MEL_ROOM_8_MINIGAME
1418,,.evpcm,event/FANCY_MEL_ROOM_8_MINIGAME
1419,,.evsfp,event/FANCY_MEL_ROOM_8_MINIGAME
1420,,.mtd,event/FANCY_MEL_ROOM_8_MINIGAME
1421,,.mmd,event/FANCY_MEL_ROOM_8_MINIGAME
1422,,,event/FANCY_MEL_ROOM_8_MINIGAME
1423,,,event/FANCY_MEL_ROOM_8_MINIGAME
1424,,,event/FANCY_MEL_ROOM_9_MINIGAME
1425,,,event/FANCY_MEL_ROOM_9_MINIGAME
1426,,,event/FANCY_MEL_ROOM_9_MINIGAME
1427,,,event/FANCY_MEL_ROOM_9_MINIGAME
1428,,,event/FANCY_MEL_ROOM_9_MINIGAME
1429,,.evpcm,event/FANCY_MEL_ROOM_9_MINIGAME
1430,,.evsfp,event/FANCY_MEL_ROOM_9_MINIGAME
1431,,.mtd,event/FANCY_MEL_ROOM_9_MINIGAME
1432,,.mmd,event/FANCY_MEL_ROOM_9_MINIGAME
1433,,,event/FANCY_MEL_ROOM_9_MINIGAME
1434,,,event/FANCY_MEL_ROOM_9_MINIGAME
1435,,,event/FANCY_MEL_ROOM_9_MINIGAME
1436,,,event/FANCY_MEL_ROOM_10_GOROTAN
1437,,.effect,event/FANCY_MEL_ROOM_10_GOROTAN
1438,,.wab,event/FANCY_MEL_ROOM_10_GOROTAN
1439,,,event/FANCY_MEL_ROOM_10_GOROTAN
1440,,,event/FANCY_MEL_ROOM_10_GOROTAN
1441,,.mtd,event/FANCY_MEL_ROOM_10_GOROTAN
1442,,.mmd,event/FANCY_MEL_ROOM_10_GOROTAN
1443,,,event/FANCY_MEL_ROOM_10_GOROTAN
1444,,,event/FANCY_MEL_ROOM_10_GOROTAN
1445,,,event/FANCY_MEL_ROOM_10_GOROTAN
1446,,,event/FANCY_MEL_ROOM_10_GOROTAN
1447,,,event/FANCY_MEL_ROOM_10_GOROTAN
1448,,,event/FANCY_MEL_ROOM_10_GOROTAN
1449,,,event/FANCY_MEL_VS_STAR_DUKE
1450,,,event/FANCY_MEL_ROOM_2_125
1451,,.effect,event/FANCY_MEL_ROOM_2_125
1452,,.wab,event/FANCY_MEL_ROOM_2_125
1453,,,event/FANCY_MEL_ROOM_2_125
1454,,,event/FANCY_MEL_ROOM_2_125
1455,,.evpcm,event/FANCY_MEL_ROOM_2_125
1456,,.evsfp,event/FANCY_MEL_ROOM_2_125
1457,,.mtd,event/FANCY_MEL_ROOM_2_125
1458,,.mmd,event/FANCY_MEL_ROOM_2_125
1459,,,event/FANCY_MEL_ROOM_2_125
1460,,,event/FANCY_MEL_ROOM_2_125
1461,,,event/FANCY_MEL_ROOM_2_125
1462,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1463,,.effect,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1464,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1465,,.evpcm,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1466,,.evsfp,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1467,,.mtd,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1468,,.mmd,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1469,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1470,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1471,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1472,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1473,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_1
1474,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1475,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1476,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1477,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1478,,.mtd,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1479,,.mmd,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1480,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1481,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1482,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1483,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1484,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1485,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1486,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1487,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1488,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1489,,,event/DEMO_MINT_CAMUL_FOREST_INTRO_2
1490,,,event/MINT_CAMUL_FOREST_EARINGS_131
1491,,,event/MINT_CAMUL_FOREST_EARINGS_131
1492,,.effect,event/MINT_CAMUL_FOREST_HEXAGON
1493,,,event/MINT_CAMUL_FOREST_EARINGS_131
1494,,,event/MINT_CAMUL_FOREST_HEXAGON
1495,,.evpcm,event/MINT_CAMUL_FOREST_HEXAGON
1496,,.evsfp,event/MINT_CAMUL_FOREST_HEXAGON
1497,,.mtd,event/MINT_CAMUL_FOREST_HEXAGON
1498,,.mmd,event/MINT_CAMUL_FOREST_HEXAGON
1499,,,event/MINT_CAMUL_FOREST_EARINGS_131
1500,,,event/MINT_CAMUL_FOREST_HEXAGON
1501,,,event/MINT_CAMUL_FOREST_HEXAGON
1502,,,event/MINT_CAMUL_FOREST_HEXAGON
1503,,,event/MINT_CAMUL_FOREST_HEXAGON
1504,,,event/MINT_CAMUL_FOREST_HEXAGON
1505,,,event/MINT_CAMUL_FOREST_HEXAGON
1506,,,event/MINT_CAMUL_FOREST_HEXAGON
1507,,,event/MINT_CAMUL_FOREST_EARINGS_131
1508,,,event/MINT_CAMUL_FOREST_EARINGS_131
1509,,,event/MINT_CAMUL_FOREST_EARINGS_131
1510,,,event/MINT_CAMUL_FOREST_EARINGS_131
1511,,,event/MINT_CAMUL_FOREST_132
1512,,.wab,event/MINT_CAMUL_FOREST_132
1513,,,event/MINT_CAMUL_FOREST_132
1514,,,event/MINT_CAMUL_FOREST_132
1515,,.evpcm,event/MINT_CAMUL_FOREST_132
1516,,.evsfp,event/MINT_CAMUL_FOREST_132
1517,,.mtd,event/MINT_CAMUL_FOREST_132
1518,,.mmd,event/MINT_CAMUL_FOREST_132
1519,,,event/MINT_CAMUL_FOREST_132
1520,,,event/MINT_CAMUL_FOREST_132
1521,,,event/MINT_CAMUL_FOREST_133
1522,,,event/MINT_CAMUL_FOREST_133
1523,,,event/MINT_CAMUL_FOREST_133
1524,,.evpcm,event/MINT_CAMUL_FOREST_133
1525,,.evsfp,event/MINT_CAMUL_FOREST_133
1526,,.mtd,event/MINT_CAMUL_FOREST_133
1527,,.mmd,event/MINT_CAMUL_FOREST_133
1528,,,event/MINT_CAMUL_FOREST_133
1529,,,event/MINT_CAMUL_FOREST_133
1530,,,event/MINT_CAMUL_FOREST_134
1531,,,event/MINT_CAMUL_FOREST_134
1532,,,event/MINT_CAMUL_FOREST_134
1533,,,event/MINT_CAMUL_FOREST_134
1534,,,event/MINT_CAMUL_FOREST_134
1535,,.evpcm,event/MINT_CAMUL_FOREST_134
1536,,.evsfp,event/MINT_CAMUL_FOREST_134
1537,,.mtd,event/MINT_CAMUL_FOREST_134
1538,,.mmd,event/MINT_CAMUL_FOREST_134
1539,,,event/MINT_CAMUL_FOREST_134
1540,,,event/MINT_CAMUL_FOREST_134
1541,,,event/MINT_CAMUL_FOREST_134
1542,,,event/MINT_CAMUL_FOREST_135
1543,,,event/MINT_CAMUL_FOREST_135
1544,,.effect,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1545,,.wab,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1546,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1547,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1548,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1549,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1550,,.evpcm,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1551,,.evsfp,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1552,,.mtd,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1553,,.mmd,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1554,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1555,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1556,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1557,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1558,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1559,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1560,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1561,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1562,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1563,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1564,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1565,,.effect,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1566,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1567,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1568,,.evpcm,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1569,,.evsfp,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1570,,.mtd,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1571,,.mmd,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1572,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1573,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1574,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1575,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1576,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1577,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1578,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1579,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1580,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1581,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1582,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1583,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_2
1584,,,event/MINT_CAMUL_FOREST_HEXAGON
1585,,,event/MINT_CAMUL_FOREST_HEXAGON
1586,,,event/MINT_CAMUL_FOREST_HEXAGON
1587,,,event/MINT_CAMUL_FOREST_HEXAGON
1588,,,event/MINT_CAMUL_FOREST_HEXAGON
1589,,,event/MINT_CAMUL_FOREST_HEXAGON
1590,,,event/MINT_CAMUL_FOREST_HEXAGON
1591,,,event/MINT_CAMUL_FOREST_HEXAGON
1592,,,event/MINT_CAMUL_FOREST_GUARDIAN
1593,,.effect,event/MINT_CAMUL_FOREST_GUARDIAN
1594,,.wab,event/MINT_CAMUL_FOREST_GUARDIAN
1595,,,event/MINT_CAMUL_FOREST_GUARDIAN
1596,,,event/MINT_CAMUL_FOREST_GUARDIAN
1597,,,event/MINT_CAMUL_FOREST_GUARDIAN
1598,,.evpcm,event/MINT_CAMUL_FOREST_GUARDIAN
1599,,.evsfp,event/MINT_CAMUL_FOREST_GUARDIAN
1600,,.mtd,event/MINT_CAMUL_FOREST_GUARDIAN
1601,,.mmd,event/MINT_CAMUL_FOREST_GUARDIAN
1602,,,event/MINT_CAMUL_FOREST_GUARDIAN
1603,,,event/MINT_CAMUL_FOREST_GUARDIAN
1604,,,event/MINT_CAMUL_FOREST_GUARDIAN
1605,,,event/MINT_CAMUL_FOREST_GUARDIAN
1606,,,event/DEMO_MINT_CAMUL_FOREST_GUARDIAN_1
1607,,,event/DEMO_RUE_GHOST_TEMPLE_ENTRANCE_140
1608,,,event/DEMO_RUE_GHOST_TEMPLE_ENTRANCE_140
